Rank,Company Name,Total Jobs,Categories,Signal Strength,Sample Roles,Data Sources,Last Updated
272,Marketo,5,"ai_compliance, sspm, ai_agent_security",High,SaaS Compliance Manager; Cloud Security Engineer; Security Engineer - SaaS; SaaS Governance Analyst; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
273,Splunk Inc,4,"saas_compliance, ai_compliance, ai_agent_security",High,Cloud Security Engineer; SaaS Security Engineer; Cloud Security Architect; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
274,Confluence,8,"sspm, saas_security",High,SaaS Governance Analyst; SaaS Security Posture Manager; Cloud Security Architect; GenAI Security Specialist; SSPM Engineer,Indeed,2025-12-01 22:02:58
275,SquareSpace,8,"ai_compliance, ai_agent_security",High,Cloud Security Engineer; GenAI Security Specialist; AI Security Engineer; SaaS Security Analyst; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
276,Linode LLC,7,"ai_agent_security, sspm, ai_compliance",High,Security Engineer - SaaS; SaaS Governance Analyst; SSPM Engineer; SaaS Risk Analyst; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
277,GitHub,3,ai_agent_security,Medium,Cloud Security Engineer; AI Security Engineer; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
278,Auth0,7,saas_compliance,High,Security Engineer - SaaS; SaaS Security Consultant; Cloud Security Architect; SSPM Engineer; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
279,McAfee,9,saas_security,High,GenAI Security Specialist; SaaS Security Posture Manager; AI Security Engineer; AI Compliance Engineer; Cloud Security Architect,Indeed,2025-12-01 22:02:58
280,GitHub,7,"sspm, ai_agent_security",High,Security Engineer - SaaS; SaaS Security Consultant; AI Security Engineer; GenAI Security Specialist; SaaS Governance Analyst,Indeed,2025-12-01 22:02:58
281,Wix,3,"ai_compliance, saas_security, ai_agent_security",Medium,SaaS Security Analyst; SaaS Security Posture Manager; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
282,Datadog LLC,3,"saas_compliance, saas_security, sspm",Medium,AI Compliance Engineer; AI Security Engineer; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
283,Rapid7,9,"ai_agent_security, ai_compliance, saas_security",Very High,SaaS Governance Analyst; GenAI Security Specialist; Security Engineer - SaaS; SaaS Security Analyst; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
284,Trello,7,"saas_compliance, saas_security, ai_compliance",High,SaaS Risk Analyst; Cloud Security Engineer; SaaS Security Analyst; GenAI Security Specialist; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
285,Asana,5,ai_compliance,High,AI Security Engineer; SaaS Compliance Manager; SaaS Security Consultant; Security Engineer - SaaS; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
286,Monday.com,4,sspm,Medium,AI Compliance Engineer; SaaS Risk Analyst; SaaS Security Posture Manager; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
287,GitLab,3,"saas_compliance, saas_security, sspm",Medium,Cloud Security Architect; SaaS Governance Analyst; AI Security Engineer,Indeed,2025-12-01 22:02:58
288,Ping Identity,6,"saas_security, sspm, ai_compliance",High,SaaS Security Analyst; SaaS Risk Analyst; SaaS Governance Analyst; GenAI Security Specialist; SSPM Engineer,Indeed,2025-12-01 22:02:58
289,Zendesk,9,"saas_compliance, saas_security, ai_agent_security",Very High,Cloud Security Architect; Cloud Security Engineer; SaaS Security Engineer; SaaS Security Consultant; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
290,Notion,3,"saas_security, ai_agent_security, sspm",Medium,SaaS Security Analyst; GenAI Security Specialist; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
291,ForgeRock,7,"saas_compliance, sspm, ai_compliance",High,SSPM Engineer; SaaS Security Analyst; AI Security Engineer; SaaS Compliance Manager; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
292,Mimecast ,3,"saas_compliance, ai_compliance, saas_security",Medium,Cloud Security Engineer; SaaS Compliance Manager; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
293,McAfee,6,"sspm, ai_agent_security, saas_security",High,GenAI Security Specialist; SSPM Engineer; SaaS Security Engineer; SaaS Security Analyst; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
294,Tenable,7,"saas_security, sspm",High,SaaS Security Analyst; SaaS Governance Analyst; SaaS Risk Analyst; AI Security Engineer; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
295,New Relic,6,"saas_security, ai_compliance, sspm",High,GenAI Security Specialist; SaaS Security Consultant; SaaS Governance Analyst; SaaS Security Posture Manager; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
296,Basecamp,4,"sspm, saas_compliance, ai_agent_security",High,SaaS Risk Analyst; SaaS Security Posture Manager; SSPM Engineer; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
297,Elastic,5,saas_security,High,SSPM Engineer; SaaS Compliance Manager; Cloud Security Architect; Security Engineer - SaaS; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
298,Twilio Inc,6,"ai_compliance, sspm",High,SaaS Governance Analyst; Cloud Security Engineer; AI Security Engineer; Security Engineer - SaaS; SaaS Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
299,ForgeRock Ltd,10,"saas_security, sspm",Very High,SaaS Compliance Manager; GenAI Security Specialist; Cloud Security Architect; SaaS Security Engineer; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
300,Microsoft,10,"saas_compliance, ai_agent_security",Very High,SaaS Compliance Manager; GenAI Security Specialist; Security Engineer - SaaS; SaaS Security Analyst; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
301,F5 Networks,9,saas_compliance,High,AI Security Engineer; SSPM Engineer; SaaS Risk Analyst; GenAI Security Specialist; SaaS Governance Analyst,Indeed,2025-12-01 22:02:58
302,Marketo,8,"saas_security, ai_agent_security",High,SSPM Engineer; SaaS Security Analyst; AI Compliance Engineer; Cloud Security Architect; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
303,Zscaler,4,saas_security,Medium,AI Compliance Engineer; GenAI Security Specialist; Security Engineer - SaaS; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
304,Vercel,8,ai_agent_security,High,Cloud Security Engineer; AI Security Engineer; Cloud Security Architect; SSPM Engineer; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
305,Jira,7,"ai_agent_security, saas_security, saas_compliance",High,Cloud Security Engineer; AI Security Engineer; SSPM Engineer; Cloud Security Architect; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
306,Asana,3,"saas_compliance, sspm, ai_agent_security",Medium,SSPM Engineer; SaaS Security Consultant; AI Security Engineer,Indeed,2025-12-01 22:02:58
307,Cisco,7,"ai_agent_security, sspm",High,SaaS Security Engineer; SaaS Compliance Manager; GenAI Security Specialist; SaaS Security Analyst; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
308,HubSpot,3,"sspm, saas_compliance",Medium,SaaS Security Analyst; SSPM Engineer; SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
309,Tableau,8,"ai_compliance, saas_compliance, ai_agent_security",High,SaaS Security Consultant; Cloud Security Engineer; AI Compliance Engineer; Security Engineer - SaaS; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
310,Workday,8,"sspm, saas_compliance, ai_compliance",High,Cloud Security Engineer; SaaS Security Analyst; SaaS Risk Analyst; SaaS Security Posture Manager; AI Security Engineer,Indeed,2025-12-01 22:02:58
311,Monday.com,4,"saas_compliance, ai_agent_security",High,SaaS Security Engineer; Cloud Security Engineer; SaaS Security Consultant; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
312,Twilio ,7,sspm,High,GenAI Security Specialist; SaaS Security Consultant; Cloud Security Engineer; Cloud Security Architect; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
313,RSA Inc,9,ai_compliance,High,SaaS Compliance Manager; Cloud Security Engineer; AI Security Engineer; GenAI Security Specialist; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
314,IBM Inc,6,"sspm, saas_compliance",High,GenAI Security Specialist; Security Engineer - SaaS; SaaS Governance Analyst; Cloud Security Engineer; SaaS Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
315,Tenable,5,ai_agent_security,High,AI Compliance Engineer; SaaS Security Engineer; GenAI Security Specialist; Security Engineer - SaaS; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
316,Monday.com,9,saas_compliance,High,Cloud Security Engineer; SaaS Governance Analyst; SaaS Security Posture Manager; SaaS Security Engineer; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
317,Amazon,7,"ai_compliance, ai_agent_security, saas_security",High,SaaS Security Consultant; SaaS Risk Analyst; SaaS Security Analyst; SaaS Security Posture Manager; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
318,Heroku Corp,9,"saas_compliance, ai_compliance, saas_security",Very High,SaaS Security Analyst; SaaS Security Consultant; SaaS Security Engineer; AI Compliance Engineer; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
319,Fastly LLC,8,ai_agent_security,High,SaaS Security Consultant; GenAI Security Specialist; SaaS Compliance Manager; SaaS Security Analyst; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
320,Squarespace,5,"saas_compliance, saas_security",High,AI Security Engineer; SaaS Risk Analyst; AI Compliance Engineer; SaaS Security Posture Manager; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
321,ForgeRock,5,saas_compliance,High,SSPM Engineer; AI Compliance Engineer; SaaS Security Posture Manager; SaaS Security Analyst; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
322,Linode,9,"sspm, saas_compliance, ai_agent_security",Very High,AI Security Engineer; SaaS Governance Analyst; Cloud Security Engineer; SSPM Engineer; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
323,Squarespace,10,"saas_security, sspm, saas_compliance",Very High,SSPM Engineer; SaaS Security Posture Manager; SaaS Security Analyst; SaaS Risk Analyst; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
324,Proofpoint,9,"saas_compliance, sspm",Very High,GenAI Security Specialist; Security Engineer - SaaS; SaaS Risk Analyst; Cloud Security Engineer; SSPM Engineer,Indeed,2025-12-01 22:02:58
325,Google,8,"ai_compliance, saas_compliance",High,SaaS Security Consultant; SaaS Risk Analyst; Security Engineer - SaaS; SaaS Compliance Manager; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
326,ServiceNow Corp,9,"sspm, saas_compliance",Very High,GenAI Security Specialist; SaaS Compliance Manager; Cloud Security Engineer; SaaS Security Analyst; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
327,Constant Contact ,8,"saas_compliance, saas_security",High,Cloud Security Engineer; SaaS Governance Analyst; SSPM Engineer; SaaS Security Consultant; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
328,ServiceNow,6,saas_security,High,Security Engineer - SaaS; SaaS Governance Analyst; GenAI Security Specialist; AI Compliance Engineer; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
329,Mailchimp,9,"sspm, ai_agent_security",Very High,SaaS Risk Analyst; Security Engineer - SaaS; Cloud Security Architect; SSPM Engineer; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
330,OneLogin,5,"ai_compliance, saas_security, sspm",High,SaaS Security Posture Manager; SaaS Security Consultant; SSPM Engineer; SaaS Governance Analyst; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
331,MongoDB,8,saas_security,High,AI Security Engineer; SSPM Engineer; SaaS Security Analyst; AI Compliance Engineer; Cloud Security Architect,Indeed,2025-12-01 22:02:58
332,Slack LLC,7,"saas_security, sspm, ai_agent_security",High,SaaS Security Engineer; AI Compliance Engineer; GenAI Security Specialist; Cloud Security Engineer; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
333,IBM,9,sspm,High,Cloud Security Architect; SaaS Compliance Manager; SaaS Security Engineer; SaaS Security Consultant; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
334,Vercel,10,ai_compliance,Very High,SSPM Engineer; SaaS Governance Analyst; SaaS Security Posture Manager; SaaS Compliance Manager; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
335,Square,6,sspm,High,Security Engineer - SaaS; SaaS Security Consultant; SaaS Security Posture Manager; SaaS Security Engineer; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
336,SailPoint,10,saas_compliance,Very High,AI Security Engineer; SaaS Risk Analyst; Security Engineer - SaaS; Cloud Security Architect; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
337,MongoDB,10,saas_security,Very High,SaaS Compliance Manager; SaaS Security Engineer; GenAI Security Specialist; SaaS Risk Analyst; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
338,Ping Identity Ltd,7,"ai_agent_security, saas_security, saas_compliance",High,SaaS Governance Analyst; AI Compliance Engineer; Security Engineer - SaaS; Cloud Security Engineer; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
339,Azure,4,ai_agent_security,Medium,SaaS Governance Analyst; SaaS Security Consultant; Cloud Security Engineer; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
340,Airtable,5,"sspm, saas_security",High,AI Compliance Engineer; Cloud Security Architect; SSPM Engineer; Security Engineer - SaaS; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
341,Proofpoint LLC,7,saas_security,High,SaaS Security Analyst; SaaS Security Engineer; GenAI Security Specialist; SSPM Engineer; SaaS Compliance Manager,Indeed,2025-12-01 22:02:58
342,Vultr,9,"ai_agent_security, ai_compliance, saas_security",Very High,Cloud Security Architect; SSPM Engineer; SaaS Security Engineer; AI Compliance Engineer; AI Security Engineer,Indeed,2025-12-01 22:02:58
343,DigitalOcean ,3,saas_compliance,Medium,SaaS Risk Analyst; SaaS Compliance Manager; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
344,Fortinet,3,"ai_agent_security, sspm",Medium,SaaS Compliance Manager; SSPM Engineer; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
345,Freshdesk Inc,6,"saas_compliance, ai_compliance",High,AI Compliance Engineer; Cloud Security Architect; Cloud Security Engineer; SaaS Compliance Manager; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
346,Airtable Ltd,6,ai_agent_security,High,SaaS Governance Analyst; Cloud Security Architect; SaaS Risk Analyst; SSPM Engineer; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
347,Akamai,7,sspm,High,GenAI Security Specialist; SaaS Governance Analyst; SaaS Risk Analyst; SaaS Security Consultant; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
348,Mimecast,5,saas_compliance,High,Cloud Security Engineer; SSPM Engineer; SaaS Risk Analyst; Cloud Security Architect; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
349,Azure,10,"saas_compliance, ai_compliance, saas_security",Very High,GenAI Security Specialist; AI Security Engineer; Security Engineer - SaaS; SaaS Security Analyst; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
350,Notion,3,ai_compliance,Medium,Cloud Security Architect; SSPM Engineer; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
351,Box,5,"ai_compliance, saas_compliance",High,Cloud Security Architect; SaaS Security Posture Manager; SaaS Security Engineer; GenAI Security Specialist; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
352,HubSpot,5,"saas_security, sspm",High,SaaS Compliance Manager; AI Security Engineer; AI Compliance Engineer; SaaS Security Engineer; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
353,Datadog,8,"ai_compliance, saas_compliance, saas_security",High,GenAI Security Specialist; SaaS Security Engineer; SaaS Security Analyst; SaaS Compliance Manager; Cloud Security Architect,Indeed,2025-12-01 22:02:58
354,OneLogin,9,ai_compliance,High,Security Engineer - SaaS; Cloud Security Engineer; SSPM Engineer; GenAI Security Specialist; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
355,Monday.com,3,saas_compliance,Medium,SaaS Security Consultant; Cloud Security Engineer; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
356,Okta,6,saas_compliance,High,SaaS Governance Analyst; SaaS Security Engineer; SSPM Engineer; SaaS Security Consultant; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
357,SquareSpace Corp,10,"sspm, saas_security",Very High,SSPM Engineer; SaaS Compliance Manager; Security Engineer - SaaS; AI Compliance Engineer; Cloud Security Architect,Indeed,2025-12-01 22:02:58
358,Bitbucket,6,"sspm, ai_agent_security, saas_compliance",High,SaaS Compliance Manager; AI Compliance Engineer; SaaS Governance Analyst; Security Engineer - SaaS; SSPM Engineer,Indeed,2025-12-01 22:02:58
359,Trello,3,"sspm, ai_agent_security",Medium,SaaS Risk Analyst; SaaS Security Consultant; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
360,Slack,10,sspm,Very High,Security Engineer - SaaS; SaaS Compliance Manager; Cloud Security Architect; SSPM Engineer; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
361,Netlify,4,"sspm, saas_security, ai_agent_security",High,Cloud Security Engineer; SSPM Engineer; SaaS Security Posture Manager; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
362,Notion Corp,6,"saas_security, saas_compliance, ai_agent_security",High,Cloud Security Architect; SaaS Security Analyst; SaaS Compliance Manager; SaaS Security Engineer; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
363,IBM,4,ai_compliance,Medium,Cloud Security Architect; SaaS Risk Analyst; SaaS Security Posture Manager; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
364,Asana,6,sspm,High,Security Engineer - SaaS; Cloud Security Architect; Cloud Security Engineer; SaaS Governance Analyst; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
365,SailPoint ,3,"ai_agent_security, ai_compliance",Medium,SaaS Security Engineer; AI Compliance Engineer; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
366,Monday.com,3,"saas_security, sspm, saas_compliance",Medium,SaaS Security Analyst; GenAI Security Specialist; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
367,Mailchimp,5,saas_security,High,SaaS Security Consultant; Cloud Security Engineer; SaaS Security Posture Manager; SaaS Governance Analyst; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
368,Microsoft,4,"ai_agent_security, saas_security",High,AI Compliance Engineer; SaaS Security Posture Manager; SSPM Engineer; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
369,GitLab Inc,9,"ai_agent_security, sspm, saas_compliance",Very High,SaaS Security Engineer; GenAI Security Specialist; SaaS Security Analyst; SaaS Governance Analyst; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
370,Databricks,7,saas_compliance,High,AI Compliance Engineer; SaaS Risk Analyst; SaaS Security Engineer; SSPM Engineer; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
371,Palo Alto Networks LLC,3,"ai_compliance, sspm, saas_compliance",Medium,SaaS Security Posture Manager; SaaS Security Analyst; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
372,Duo Security,10,saas_security,Very High,SaaS Governance Analyst; GenAI Security Specialist; SaaS Security Consultant; SaaS Security Engineer; SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
373,Calendly,10,ai_compliance,Very High,SaaS Compliance Manager; SaaS Security Engineer; SaaS Security Consultant; AI Compliance Engineer; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
374,Tableau,4,"ai_agent_security, sspm, saas_security",High,SaaS Risk Analyst; Cloud Security Architect; SaaS Security Analyst; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
375,Tableau,4,ai_compliance,Medium,Cloud Security Engineer; AI Compliance Engineer; SaaS Security Analyst; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
376,Duo Security,3,saas_compliance,Medium,Cloud Security Engineer; SaaS Compliance Manager; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
377,Confluent,5,saas_compliance,High,SSPM Engineer; SaaS Security Analyst; AI Security Engineer; Security Engineer - SaaS; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
378,DigitalOcean,3,"sspm, saas_compliance, saas_security",Medium,Cloud Security Engineer; Security Engineer - SaaS; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
379,Palo Alto Networks,8,saas_security,High,Cloud Security Architect; AI Security Engineer; SaaS Security Engineer; SaaS Security Consultant; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
380,Datadog,5,ai_compliance,High,Security Engineer - SaaS; SaaS Security Engineer; SaaS Governance Analyst; AI Compliance Engineer; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
381,Travis CI,9,"ai_agent_security, ai_compliance, saas_security",Very High,Security Engineer - SaaS; Cloud Security Architect; GenAI Security Specialist; Cloud Security Engineer; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
382,Jenkins,4,"saas_security, saas_compliance",High,AI Security Engineer; SaaS Security Consultant; Cloud Security Engineer; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
383,Hashicorp Corp,8,"ai_compliance, saas_compliance",High,GenAI Security Specialist; AI Security Engineer; AI Compliance Engineer; SaaS Risk Analyst; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
384,Azure ,4,ai_agent_security,Medium,Security Engineer - SaaS; SaaS Security Consultant; GenAI Security Specialist; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
385,Trend Micro,4,"saas_compliance, sspm",High,SaaS Security Posture Manager; SaaS Risk Analyst; SSPM Engineer; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
386,MongoDB,5,ai_compliance,High,Security Engineer - SaaS; SaaS Risk Analyst; SaaS Security Engineer; SaaS Governance Analyst; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
387,Linode ,4,"ai_compliance, ai_agent_security",High,AI Compliance Engineer; SaaS Governance Analyst; GenAI Security Specialist; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
388,Amazon,7,"ai_compliance, saas_compliance",High,AI Security Engineer; Cloud Security Architect; SaaS Security Engineer; SaaS Compliance Manager; SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
389,Zendesk LLC,4,"saas_compliance, ai_agent_security",High,SaaS Security Consultant; Security Engineer - SaaS; AI Security Engineer; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
390,Salesforce Corp,10,ai_agent_security,Very High,SaaS Risk Analyst; GenAI Security Specialist; AI Compliance Engineer; AI Security Engineer; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
391,ForgeRock,4,ai_agent_security,Medium,SaaS Security Analyst; SaaS Security Posture Manager; SaaS Security Consultant; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
392,Snowflake Inc,3,"saas_security, sspm, ai_compliance",Medium,SaaS Governance Analyst; SaaS Compliance Manager; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
393,SendGrid,6,"ai_compliance, saas_compliance",High,Security Engineer - SaaS; SSPM Engineer; SaaS Security Consultant; SaaS Security Analyst; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
394,Basecamp ,3,"ai_agent_security, sspm",Medium,Security Engineer - SaaS; AI Security Engineer; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
395,Jenkins LLC,3,"sspm, saas_compliance, saas_security",Medium,SaaS Risk Analyst; AI Security Engineer; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
396,GitLab,5,"saas_compliance, ai_compliance, saas_security",High,SSPM Engineer; SaaS Security Consultant; SaaS Risk Analyst; Security Engineer - SaaS; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
397,Linode,7,"saas_security, ai_compliance",High,SaaS Governance Analyst; SaaS Compliance Manager; AI Security Engineer; SaaS Security Consultant; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
398,Mailchimp,9,"ai_compliance, sspm, saas_security",Very High,SaaS Security Consultant; Cloud Security Engineer; SaaS Compliance Manager; SaaS Risk Analyst; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
399,Snowflake,6,ai_agent_security,High,SaaS Security Posture Manager; SaaS Risk Analyst; Security Engineer - SaaS; SaaS Security Consultant; SaaS Governance Analyst,Indeed,2025-12-01 22:02:58
400,Wix,3,"ai_agent_security, saas_security",Medium,SaaS Compliance Manager; SaaS Security Consultant; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
401,GitLab,3,saas_security,Medium,SSPM Engineer; Security Engineer - SaaS; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
402,Cloudflare ,8,sspm,High,AI Security Engineer; SSPM Engineer; SaaS Governance Analyst; SaaS Security Analyst; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
403,SendGrid ,5,sspm,High,SaaS Security Posture Manager; AI Security Engineer; GenAI Security Specialist; SaaS Security Consultant; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
404,Tenable,5,"sspm, saas_security",High,GenAI Security Specialist; SaaS Security Consultant; AI Compliance Engineer; SSPM Engineer; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
405,Jenkins,6,ai_agent_security,High,SaaS Security Posture Manager; Security Engineer - SaaS; GenAI Security Specialist; SaaS Security Analyst; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
406,Bitbucket Corp,9,"sspm, ai_compliance, saas_security",Very High,SSPM Engineer; SaaS Security Analyst; Security Engineer - SaaS; SaaS Security Posture Manager; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
407,Workday,10,"ai_agent_security, saas_compliance",Very High,SaaS Risk Analyst; SaaS Compliance Manager; SSPM Engineer; Cloud Security Engineer; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
408,Twilio,4,"saas_security, sspm, ai_agent_security",High,GenAI Security Specialist; SaaS Compliance Manager; SaaS Security Engineer; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
409,AWS LLC,6,"ai_agent_security, saas_compliance",High,Security Engineer - SaaS; AI Compliance Engineer; SaaS Security Posture Manager; SSPM Engineer; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
410,Zoom,3,ai_agent_security,Medium,SaaS Security Analyst; SaaS Governance Analyst; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
411,SquareSpace,8,"saas_compliance, saas_security, ai_compliance",High,SaaS Security Consultant; AI Security Engineer; SaaS Risk Analyst; Security Engineer - SaaS; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
412,Freshdesk ,9,"saas_security, ai_agent_security",Very High,AI Security Engineer; Cloud Security Engineer; Security Engineer - SaaS; GenAI Security Specialist; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
413,GitHub,5,"sspm, saas_security",High,SaaS Security Engineer; SaaS Compliance Manager; SaaS Governance Analyst; AI Compliance Engineer; SSPM Engineer,Indeed,2025-12-01 22:02:58
414,Snowflake Inc,4,saas_security,Medium,SaaS Compliance Manager; SaaS Security Posture Manager; AI Security Engineer; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
415,New Relic,7,"saas_compliance, saas_security",High,SSPM Engineer; SaaS Compliance Manager; AI Compliance Engineer; GenAI Security Specialist; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
